x_chest,y_chest,z_chest,x_ankle,y_ankle,z_ankle,position
-12,-68,251,201,5,-138,5
-14,-65,252,200,5,-139,5
-14,-64,252,200,6,-140,5
-14,-64,252,201,5,-139,5
-14,-65,252,200,6,-140,5
-14,-64,252,201,6,-140,5
-14,-63,252,200,5,-139,5
-15,-64,252,200,6,-140,5
-14,-61,253,200,6,-140,5
-18,-57,253,200,5,-140,5
-18,-58,253,200,6,-140,5
-19,-58,253,200,5,-140,5
-18,-57,253,200,5,-139,5
-17,-60,253,200,6,-140,5
-18,-60,253,200,5,-140,5
-20,-52,254,200,6,-140,5
-19,-53,254,200,5,-139,5
-19,-53,254,200,5,-139,5
-19,-55,253,200,6,-140,5
-18,-54,253,200,5,-140,5
-19,-55,253,200,5,-140,5
-19,-54,253,200,5,-140,5
-19,-55,254,200,5,-140,5
-19,-54,254,200,6,-140,5
-19,-54,254,200,5,-140,5
-18,-53,254,200,6,-140,5
-18,-54,254,200,5,-140,5
-18,-54,254,200,5,-140,5
-18,-54,254,200,5,-139,5
-18,-54,254,200,5,-140,5
-18,-53,254,200,5,-140,5
-18,-53,254,200,5,-140,5
-18,-55,254,200,5,-140,5
-19,-54,254,200,5,-140,5
-19,-54,254,200,5,-140,5
-18,-54,254,200,5,-140,5
-18,-53,254,200,6,-140,6
-10,-62,267,207,5,-140,6
-3,-119,230,214,15,-92,6
-20,-45,258,225,38,38,6
-21,-72,252,244,43,-7,6
-8,-98,242,242,41,-26,6
-25,-129,225,240,35,-3,6
-12,-119,231,242,33,16,6
-66,-112,223,244,32,11,6
-37,-74,253,233,26,-59,6
-43,-54,251,233,23,-68,6
-48,-51,249,230,20,-80,6
-46,-47,252,230,20,-79,6
-50,-55,249,229,20,-80,6
-51,-58,248,228,19,-77,6
-45,-71,247,228,13,-74,6
-38,-75,247,245,24,-2,6
-32,-77,247,231,7,-40,6
-30,-63,251,235,17,-61,6
-30,-63,251,234,16,-69,6
-31,-62,251,234,15,-67,6
-30,-62,251,234,15,-67,6
-31,-62,251,234,15,-67,6
-30,-62,251,233,14,-69,6
-30,-61,251,234,15,-69,6
-30,-61,251,233,14,-70,6
-31,-62,251,233,14,-69,6
-31,-62,251,234,14,-70,6
-31,-62,251,234,14,-69,6
-31,-62,251,234,14,-70,6
-31,-62,250,233,14,-69,6
-31,-62,251,233,14,-70,6
-31,-62,250,233,14,-70,6
-32,-62,251,233,14,-70,6
-32,-63,250,233,14,-70,6
-32,-63,250,233,14,-69,6
-32,-62,251,233,14,-70,6
-32,-62,251,233,14,-70,6
-32,-62,250,233,14,-70,6
-32,-62,250,233,14,-69,6
